column2	column3
 kpadmarani  arjunrana inc  incindia  shashitharoor heavy bounces over head              	neutral
 nidhi  pawankhera  namitabhandare  ngogoi  incindia i already told you that now he will surely act  baba  rahulgandhi 	p
 amita gaur  mahabahas  newsup  aamitabh  bjpup  samajwadiparty  incindia  cprai  ssrajputinc  drazizkhansir co nihknolm	p
 royhirakesh  meenakshipai  rahulgandhi  incindia  drgpradhan these heinous criminals of  congress should be punish co lrpjfcux 	p
 incindialive  incindia ambica soni      nwhen will you cry  metoo  n nor are they paying you well even now      	p
 incindia  rahulgandhi  pawankhera  ashokgehlot  priyankac modi government has now implicitly come out with its co yozxrpt 	neutral
have any answer to this now  rahulgandhi  rahuljawabdo  pappu  pappumutra  gappupappu  incindia  bjpindia    t co iiphpfbmq 	n
  cnnnews   breaking     incindia condemns  alpeshthakor  over his gujarat remarks    cwe condemn what alpesh said on child rape in gujara    	neutral
 drgpradhan  incindia  narendramodi  pmoindia my heart goes with great scientist mr  nambiar  i salute him  nation co fremshzpe 	p
 pbsmba  kpadmarani  prithabandyop  shehla rashid  omanojkumar  yusufiosys  dibyendu  sanjayuvacha  bnadhani co lzxrgvycfi 	p
 shakkuiyer  incindia  rahulgandhi people already lost peace of mind by few dishonest people in the disguise of politics  	neutral
 tvmohandaspai height of hypocrisy   bdutt  sagarikaghose  nidhi  ranaayyu  sabanaqvi  ravishndtv co enuoxyzr 	p
 malhartakle  bjpmaharashtra  incindia  rahulgandhi  narendramodi  satyajeettambe have a drink brother only for u    t co vklpxc 	neutral
 karanbh  prithabandyop  shehla rashid  omanojkumar  yusufiosys  dibyendu  sanjayuvacha  bnadhani co wrshmhyrp 	n
 ravinarin  incindia  rahulgandhi  officeofknath  timesnow  republic  indiatoday they are always on high drinking i co rptnp 	p
roflmaomax   n nare  incindia saying they don t know how to search in pdf?   n nlulz     t co qkaoztuv 	n
 mizoram   incindia announces names of  candidates in first list for state assembly polls n eaststory    t co bdpzxympm 	p
 bjpmuslimap  drshobha  bjpindia  mjakbar  incindia  rahulgandhi  nidhi show credible evidence  besides idiotic  i co ourpsjhruv 	p
  akhileshpdsingh  had meetings at nawada  nalanda  amp; biharsharif inviting people for attending  st birth anniversary celebration of bi    	p
 cnnnews  incindia  alpeshthakor   zebaism will you only condemn or take some action against him? 	p
  modi nama  ladies  amp; gentlrmen  incindia has forcefully dumped  rahulgandhi on us  so that we help them getting rid of him  let s do it    	p
 iamalim  imindiasme  mrsgandhi  narendramodi  rahulgandhi  dev fadnavis  incindia le abdul karim telgi  nread the co akhjxhtq 	p
  malhotramohil   republic he along with his party members before telling others to learn should learn first      incindia is full of suc    	p
 drpramodpandey  incindia  rajbabbarmp  rssurjewala  priyankac it just not for strengthning air force but to strengthen mr  anil ambanj 	n
  akhileshpdsingh  attended meetings at jahanbad gaya  amp; aurangabad inviting people for attending st birth anniversary celebration of    	p
  soniagandhi  incindia must clear out all those involved in sexual harassment of women urgently  as a first step  co kboviwios 	p
 malhartakle  sureshganapathi  bjpmaharashtra  incindia  rahulgandhi  narendramodi  satyajeettambe        n   csi s co flqxixp 	p
 economictimes  incindia  rahulgandhi  dassault onair employees union refused to meet him  publish that too 	p
 breaking     incindia condemns  alpeshthakor  over his gujarat remarks    cwe condemn what alpesh said on child rape co vvuqqmn 	neutral
 neerajs  incindia a fool is a fool who do not be leave anything without proof but they do not know that graft not done with a recipt 	n
 thesuniljain  bimal pr  incindia  rahulgandhi  narendramodi it turning out to be a bigger joke as time goes on  th co bxoxygjt 	p
  pradyutbhuyan  warm wishes to  ripunbora on his birthday  may you have a blessed year ahead   incindia  incassam 	p
 pbsmba  prithabandyop  shehla rashid  omanojkumar  yusufiosys  dibyendu  sanjayuvacha  bnadhani  shamilmanzor co eibfitrbgo 	neutral
 shehzad ind  kavita tewari  zeenewshindi  narendramodi  rahulgandhi  siddhinath  sudhirchaudhary  rahulsinhazee co dtszjutm 	p
 karanbh  prithabandyop  shehla rashid  omanojkumar  yusufiosys  dibyendu  sanjayuvacha  bnadhani co ubxjfragjz 	n
 kialohq  bjpindia  narendramodi  pmoindia  rahulgandhi  incindia  nafter so much of mess for last plus yrs r u st co uabpenviu 	neutral
 swamy ur hate for  arunjaitley ji slowly making you anti bjp  nlike  rahulgandhi and  incindia  s hate for co jrkojfdmo 	p
 palkisrma  atulvikramsing  krirtna  dildars  amgefsezqdqol  keshav  singhmanoj  olahouber co yplgdmtgo 	p
 sweetanuu  incindia  rahulgandhi nice suggestion appreciated in nation s interest  	p
 nidhi  pawankhera  namitabhandare  ngogoi  incindia what sense does this make???? npm completely silent on everyt co mlolkrgj 	neutral
 apanchp  arora here  mcgaverntom  swasthikghate  divyaspandana  nowfalby  arunjaitley  incindia  inckarnataka co qpetphjop 	p
 moneycontrolcom  incindia  rahulgandhi yes we have seen many congress men treating women with respect may it be ne co qflxysxci 	p
 prithabandyop  shehla rashid  omanojkumar  karanbh  yusufiosys  dibyendu  sanjayuvacha  bnadhani co icnxgskf 	n
  kapilsibalteam  this is the proposed workshop of dassault reliance aerospace ltd  it looks more like a site for dassault dairy  n relian    	neutral
  nandtara   amitmalviya crawl into your rat hole  youth of india are thankfully not vile like you  amp; recognize  rajivgandhi as the man wh    	neutral
  muralikrishnae  i would like to clearly tell the youth of the country that the ex prime minister of india is a corrupt man    boforssc    	neutral
 narendramodi  narendramodi in  pmoindia  pmo namo  drjitendrasingh  amitshah  amitshahoffice  rammadhavbjp co emgmlcv 	neutral
 aloksinghor  barandbench  officeofknath  sachinpilot  incindia what did one expect from  sanskaari  bench? nstrateg co qibfzehy 	p
 kpadmarani  karanbh  prithabandyop  shehla rashid  omanojkumar  yusufiosys  dibyendu  sanjayuvacha co aleahdlzh 	n
its time to rewind     rupeeat  arunjaitley  sushmaswaraj  narendramodi  pmoindia  bjpindia  incindia    t co jjrsmkg 	neutral
 republic he along with his party members before telling others to learn should learn first      incindia is full of such molesters  	p
  prithabandyop   pbsmba  shehla rashid  omanojkumar  karanbh  yusufiosys  dibyendu  sanjayuvacha  bnadhani  shamilmanzor  pa    	n
 amita gaur  mahabahas  newsup  aamitabh  bjpup  samajwadiparty  incindia  cprai  ssrajputinc  drazizkhansir co nxnarnzio 	p
 iamalim  imindiasme  mrsgandhi  narendramodi  rahulgandhi  dev fadnavis  incindia pipavav defence and offshore e co sbsphntcu 	p
 pbsmba  shehla rashid  omanojkumar  karanbh  yusufiosys  dibyendu  sanjayuvacha  bnadhani  shamilmanzor co rtsqestyv 	n
  manojsirsa  projects worth rs   crore were awarded to anil ambani  s reliance group during the last seven years of the  incindia -    	neutral
 aiyshmahadev  incindia  newsx excellent aiyshwary keep it up 	p
 offficergfan  rahulgandhi  kumarirukshmani  pawankhera  kpadmarani  sunkarapadmasri  incindia  sreeparna c co farhjhatfn 	p
  moliticsindia  union minister  ananthkumarhegde stirs controversy says   we  re here only to do politics  not social service    bjpindi    	n
 debdip  sootradhar   pallavighosh  sardesairajdeep  sagarikaghose  rahulkanwal  shekhargupta  ravishndtv co vtfbygw 	p
hope the  ips association takes serious note of this  dishonor to  ondutypoliceofficers  by an  incindia mla  co kveqbgufg 	p
 drajoykumar  incindia lolzz  bio says believes in honest politics    whatever      nbut the bjp leaders should be a co mgyogamy 	p
  aashey  incindia birth place  	p
  papa jio   lillymarypinto  incindia is the largest bakery of producing  metoo type characterless politicians  they select only those gi    	neutral
work and pleasure hand-in-hand nand in the case of  rahulgandhi include  corruption as well n pappumutramovies co qguyocx 	p
 drajoykumar  incindia so will it be called partner in crime tieup    mrsmadhukoda  	p
union minister  ananthkumarhegde stirs controversy says   we  re here only to do politics  not social service   co kuwqbody 	n
  jeyapri   sanjaysdutt  rahulgandhi  ashokgehlot  ahmedpatel  mwasnik inc  tn pyc  incindialive  profcongtn  incindia  inctami    	p
 karanbh  prithabandyop  shehla rashid  omanojkumar  yusufiosys  dibyendu  sanjayuvacha  bnadhani co vcegafce 	n
  vgneswar   pandittnitesh  crore per year loot by  incindia  lo thru gas subsidies  ration  manrega by  papuhatela just using gand    	neutral
 incindia shame on you congress bloody blood sucker 	neutral
 incindia who cares trump and why are so much distress congressmen  c  useless idiots 	n
  deeptanshukla   prof hariom  vikramaditya jk  mehboobamufti  rahulgandhi  incindia lot of people are heartbroken because  bjpindia fai    	p
  prof hariom  indeed very sad  ndr karan singh s son  vikramaditya jk   who quit separatist  mehboobamufti  s pdp  amp; legislative council l    	p
 zeenewshindi  zeenews  shehzad ind  tehseenp  chouhanshivraj  jm scindia  officeofknath  bjpindia  incindia can i join this team 	p
 drajoykumar  incindia typical congress mentality - tie with madhu konda s  who is in jail for corruption  wife    	p
scripted  produced and directed by narendra modi  n rafalescam  bjp    d      e                 c      e     n kapilsibal  incindia    t co swgtlzgr 	neutral
 incindia do rahul wish india will succumbed to the illogical pressure of trump  amp; remain as a weak military power a co cuhhzmzrva 	n
  modibharosa  projects worth rs   crore were awarded to anil ambani  s reliance group during the last seven years of the congress-l    	neutral
 shubhrastha  rahulgandhi if it is in cubbon park  then it will be a meeting of  incindia 	p
  swasthikghate  i am civil engineer     if we add  pappumutra to concrete    whether the concrete will give high strength?     sirjadeja      	p
 manoj tnpyc  sanjaysdutt  incindia  rahulgandhi  kartipc  inctamilnadu  tn pyc  tamilnaadulive  congressfortn co vvjfvtao 	p
 rahulgandhi ohh so that  s the way  incindia government was working in the scam and dealing with the media but bad co tozwnuwpd 	n
 karanbh  pbsmba  prithabandyop  shehla rashid  omanojkumar  yusufiosys  dibyendu  sanjayuvacha co anifkq 	n
  sumeraramsutha   secplankchallenge  airindia  fridayfeeling  kamalshaktisamvad  crores indians ki ek hi dahad nkamal ka fool nhamar    	p
 risinganand  rahulgandhi is pakistan become mentor of  incindia  amp; now they will get directions from pakistani wh co eomtce 	neutral
  kvquote   gappupappu  n neverywhere same dialogue but no delivery      incindia is removing poverty for past  years   co a    	n
 attomeybharti  incindia even acrobat pro itself has ocr function which can search scanned text  	n
 newsindia  narendramodi  bjpindia  incindia  samajwadiparty  shatrugansinha mr  shot gun your political career will be   ckhamosh    	p
 mrsgandhi these jokers always been with the illegality  corrupted  anti-national forces  their termites family its co zesmdlm 	n
 anuttar  narendramodi   agree   and more pseudo secular   fake journalists  urban nals try to spread frenzy  co hzlhalig 	p
 incjammukashmir  incindia vikar sir should learn many things     that he does not  know  	n
 newsbihar  narendramodi  bjpindia  incindia  samajwadiparty  shatrugansinha setting best emple of an useful idiot       	p
 rahulgandhi  incindia is this true??    t co lixhllipvu 	neutral
 thequint yeah yesterday he was unaware of  metoo and today tutored  isn  t it  incindia and  rahulgandhi 	n
 pbsmba  prithabandyop  shehla rashid  omanojkumar  yusufiosys  dibyendu  sanjayuvacha  bnadhani  shamilmanzor co julactke 	neutral
 dhirubhaitrive  sachidanaswami  lohharesh  pmoindia  cmo gujarat  socialmediabjp  bjpgujarat  incgujarat co ndqvrif 	p
 sanjaysdutt  inctamilnadu  rahulgandhi  profcongtn  ahmedpatel  mwasnik inc  incindialive  tn pyc  incindia co bdoumzhbu 	p
  reallyswaraa   rahulgandhi  incindia  rssurjewala  jm scindia n ncrude oil down   in  days   but petrol diesel prices gone up by   r    	n
  pushkarv    incindia lacks discipline   rahulgandhi n nrahul is said to have spelt out a three-point agenda for the karnataka district an    	neutral
 incindia when will you come out of the slave dynasty mindset  looters? 	neutral
 shehzad ind  zeenewshindi  narendramodi  rahulgandhi  siddhinath  sudhirchaudhary  rahulsinhazee  aditi tyagi co wfqahwjai 	p
 sanjaynirupam that  s correct  sanjaynirupam   history of  incindia says indira gandhi got the emergency declaring co ejhhug	p
 incindia in orissa there is no congress   so you appeal to other states 	n
 incindia  rahulgandhi  incjammukashmir  ashokgehlot another elitist and erstwhile royalty joining the dynasty  t co jrigscxq 	neutral
 dailyo   indiatoday  rahulgandhi  narendramodi  supriyabh cause the dum yr old has equally dumadvisors  amp; w co iejeotuwt 	neutral
 incindia so once again congress is proving that they are full of anti india   incgujarat  arjunmodhwadia  rahulgandhi 	neutral
  rpjaiswal  dassault ceo demolishes lies of rahul gandhi about the rafale deal    n incindia n rahulgandhi n n gappupappu n   t co fin    	neutral
